,benchmark,nodenum=300,iterations=300,threshold=0.8,per_NICN=0.6,per_NIC=0.6,LLM=1
92,1.0,8.0,4.0,1.0,13.0,3.0,11.0
93,1.0,8.0,4.0,1.0,12.0,3.0,11.0
94,1.0,8.0,4.0,1.0,11.0,3.0,10.0
95,1.0,7.0,4.0,1.0,15.0,3.0,11.0
96,1.0,7.0,4.0,1.0,17.0,3.0,13.0
97,1.0,7.0,4.0,1.0,16.0,3.0,14.0
98,1.0,7.0,4.0,1.0,15.0,4.0,13.0
99,1.0,7.0,4.0,1.0,12.0,4.0,14.0
100,1.0,7.0,4.0,1.0,13.0,4.0,11.0
101,,,5.0,,,,
102,,,5.0,,,,
103,,,5.0,,,,
104,,,5.0,,,,
105,,,5.0,,,,
106,,,5.0,,,,
107,,,5.0,,,,
108,,,5.0,,,,
109,,,5.0,,,,
110,,,5.0,,,,
111,,,5.0,,,,
112,,,5.0,,,,
113,,,5.0,,,,
114,,,5.0,,,,
115,,,5.0,,,,
116,,,5.0,,,,
117,,,5.0,,,,
118,,,5.0,,,,
119,,,5.0,,,,
120,,,5.0,,,,
121,,,5.0,,,,
122,,,5.0,,,,
123,,,5.0,,,,
124,,,4.0,,,,
125,,,4.0,,,,
126,,,4.0,,,,
127,,,4.0,,,,
128,,,4.0,,,,
129,,,4.0,,,,
130,,,4.0,,,,
131,,,4.0,,,,
132,,,4.0,,,,
133,,,4.0,,,,
134,,,4.0,,,,
135,,,4.0,,,,
136,,,4.0,,,,
137,,,4.0,,,,
138,,,4.0,,,,
139,,,4.0,,,,
140,,,4.0,,,,
141,,,4.0,,,,
142,,,4.0,,,,
143,,,4.0,,,,
144,,,4.0,,,,
145,,,4.0,,,,
146,,,4.0,,,,
147,,,4.0,,,,
148,,,4.0,,,,
149,,,4.0,,,,
150,,,4.0,,,,
151,,,4.0,,,,
152,,,4.0,,,,
153,,,4.0,,,,
154,,,4.0,,,,
155,,,4.0,,,,
156,,,4.0,,,,
157,,,4.0,,,,
158,,,4.0,,,,
159,,,4.0,,,,
160,,,4.0,,,,
161,,,4.0,,,,
162,,,4.0,,,,
163,,,4.0,,,,
164,,,4.0,,,,
165,,,4.0,,,,
166,,,4.0,,,,
167,,,4.0,,,,
168,,,4.0,,,,
169,,,4.0,,,,
170,,,4.0,,,,
171,,,4.0,,,,
172,,,4.0,,,,
173,,,4.0,,,,
174,,,4.0,,,,
175,,,4.0,,,,
176,,,4.0,,,,
177,,,4.0,,,,
178,,,4.0,,,,
179,,,4.0,,,,
180,,,4.0,,,,
181,,,4.0,,,,
182,,,4.0,,,,
183,,,4.0,,,,
184,,,4.0,,,,
185,,,4.0,,,,
186,,,4.0,,,,
187,,,4.0,,,,
188,,,4.0,,,,
189,,,4.0,,,,
190,,,4.0,,,,
191,,,4.0,,,,
192,,,4.0,,,,
193,,,4.0,,,,
194,,,4.0,,,,
195,,,4.0,,,,
196,,,4.0,,,,
197,,,4.0,,,,
198,,,4.0,,,,
199,,,4.0,,,,
200,,,4.0,,,,
201,,,4.0,,,,
202,,,4.0,,,,
203,,,4.0,,,,
204,,,4.0,,,,
205,,,4.0,,,,
206,,,4.0,,,,
207,,,4.0,,,,
208,,,4.0,,,,
209,,,4.0,,,,
210,,,4.0,,,,
211,,,4.0,,,,
212,,,4.0,,,,
213,,,4.0,,,,
214,,,4.0,,,,
215,,,4.0,,,,
216,,,4.0,,,,
217,,,4.0,,,,
218,,,4.0,,,,
219,,,4.0,,,,
220,,,4.0,,,,
221,,,4.0,,,,
222,,,4.0,,,,
223,,,4.0,,,,
224,,,4.0,,,,
225,,,4.0,,,,
226,,,4.0,,,,
227,,,4.0,,,,
228,,,4.0,,,,
229,,,4.0,,,,
230,,,4.0,,,,
231,,,4.0,,,,
232,,,4.0,,,,
233,,,4.0,,,,
234,,,4.0,,,,
235,,,4.0,,,,
236,,,3.0,,,,
237,,,5.0,,,,
238,,,5.0,,,,
239,,,4.0,,,,
240,,,5.0,,,,
241,,,4.0,,,,
242,,,5.0,,,,
243,,,5.0,,,,
244,,,5.0,,,,
245,,,5.0,,,,
246,,,5.0,,,,
247,,,5.0,,,,
248,,,5.0,,,,
249,,,5.0,,,,
250,,,5.0,,,,
251,,,5.0,,,,
252,,,4.0,,,,
253,,,4.0,,,,
254,,,5.0,,,,
255,,,4.0,,,,
256,,,5.0,,,,
257,,,4.0,,,,
258,,,4.0,,,,
259,,,4.0,,,,
260,,,4.0,,,,
261,,,5.0,,,,
262,,,5.0,,,,
263,,,4.0,,,,
264,,,5.0,,,,
265,,,5.0,,,,
266,,,5.0,,,,
267,,,5.0,,,,
268,,,5.0,,,,
269,,,5.0,,,,
270,,,4.0,,,,
271,,,4.0,,,,
272,,,5.0,,,,
273,,,4.0,,,,
274,,,5.0,,,,
275,,,4.0,,,,
276,,,5.0,,,,
277,,,4.0,,,,
278,,,4.0,,,,
279,,,5.0,,,,
280,,,5.0,,,,
281,,,4.0,,,,
282,,,4.0,,,,
283,,,4.0,,,,
284,,,5.0,,,,
285,,,4.0,,,,
286,,,4.0,,,,
287,,,4.0,,,,
288,,,4.0,,,,
289,,,4.0,,,,
290,,,4.0,,,,
291,,,4.0,,,,
292,,,4.0,,,,
293,,,3.0,,,,
294,,,4.0,,,,
295,,,4.0,,,,
296,,,4.0,,,,
297,,,3.0,,,,
298,,,4.0,,,,
299,,,3.0,,,,
300,,,4.0,,,,
